Date,Open,High,Low,Close,Adj Close,Volume
2018-03-26,284.000000,284.950012,273.250000,279.299988,262.470520,1106314
2018-03-27,282.399994,290.000000,282.399994,288.100006,270.740265,520197
2018-03-28,286.899994,289.799988,281.000000,282.649994,265.618622,312013
2018-04-02,285.649994,300.000000,285.000000,298.899994,280.889526,701180
2018-04-03,297.000000,307.850006,295.149994,304.450012,286.105103,840448
2018-04-04,305.450012,307.299988,294.600006,297.250000,279.338928,440590
2018-04-05,300.399994,310.899994,300.399994,308.350006,289.770050,443428
2018-04-06,308.250000,312.750000,302.549988,304.600006,286.246033,518792
2018-04-09,304.649994,310.000000,303.000000,303.700012,285.400238,614299
2018-04-10,304.549988,308.500000,300.250000,301.600006,283.426788,521096
2018-04-11,302.450012,302.500000,297.000000,298.100006,280.137695,245641
2018-04-12,299.000000,301.950012,294.000000,295.000000,277.224487,301092
2018-04-13,296.000000,297.799988,291.000000,291.399994,273.841400,292255
2018-04-16,289.899994,293.899994,288.000000,289.500000,272.055878,322579
2018-04-17,290.450012,296.350006,283.000000,285.049988,267.874023,622979
2018-04-18,287.000000,290.450012,284.000000,286.049988,268.813782,381396
2018-04-19,286.750000,288.799988,284.950012,287.399994,270.082458,295842
2018-04-20,287.399994,295.500000,284.899994,293.399994,275.720886,686978
2018-04-23,296.000000,299.450012,292.149994,295.649994,277.835327,908812
2018-04-24,295.799988,295.799988,287.750000,290.549988,273.042603,330119
2018-04-25,291.250000,294.500000,286.000000,286.850006,269.565552,436457
2018-04-26,287.100006,288.899994,284.000000,287.600006,270.270386,260666
2018-04-27,289.799988,295.500000,287.700012,293.850006,276.143799,457347
2018-04-30,295.250000,296.500000,285.500000,286.450012,269.189728,651014
2018-05-02,288.000000,295.000000,284.000000,284.950012,267.780060,973705
2018-05-03,285.799988,285.799988,279.600006,282.899994,265.853607,381514
2018-05-04,283.500000,283.500000,279.000000,280.399994,263.504242,250909
2018-05-07,285.000000,287.500000,280.000000,281.200012,264.256042,381405
2018-05-08,281.649994,282.899994,279.200012,280.399994,263.504242,273479
2018-05-09,280.100006,289.100006,280.100006,285.799988,268.578827,416009
2018-05-10,285.200012,288.850006,283.750000,284.899994,267.733124,283560
2018-05-11,284.950012,286.000000,280.000000,281.549988,264.584930,255746
2018-05-14,281.950012,282.850006,278.100006,280.149994,263.269287,222003
2018-05-15,280.950012,282.549988,278.500000,280.299988,263.410217,334695
2018-05-16,278.549988,280.899994,271.250000,279.200012,262.376556,268257
2018-05-17,281.000000,289.100006,280.500000,287.700012,270.364380,410664
2018-05-18,285.250000,289.899994,284.000000,285.799988,268.578827,322976
2018-05-21,286.799988,286.799988,271.000000,272.700012,256.268219,422925
2018-05-22,272.899994,274.000000,268.049988,268.750000,252.556244,250599
2018-05-23,268.399994,272.500000,265.250000,266.100006,250.065903,216656
2018-05-24,267.899994,270.000000,262.549988,264.750000,248.797256,178478
2018-05-25,265.799988,269.649994,263.000000,266.799988,250.723694,273871
2018-05-28,268.000000,276.299988,267.350006,272.600006,256.174194,325812
2018-05-29,272.000000,273.899994,270.000000,271.000000,254.670654,144481
2018-05-30,269.649994,301.649994,268.850006,294.350006,276.613647,2931516
2018-05-31,297.000000,297.000000,287.500000,291.200012,273.653503,431687
2018-06-01,290.500000,291.500000,280.450012,282.799988,265.759613,309967
2018-06-04,283.500000,283.549988,273.750000,275.850006,259.228394,237749
2018-06-05,277.000000,278.350006,269.250000,272.049988,255.657333,247287
2018-06-06,271.149994,281.700012,268.549988,278.350006,261.577789,266007
2018-06-07,278.750000,290.000000,278.649994,283.899994,266.793335,401730
2018-06-08,281.200012,284.850006,279.149994,282.200012,265.195770,188546
2018-06-11,282.500000,286.250000,280.000000,281.700012,264.725922,198533
2018-06-12,282.500000,289.700012,281.700012,287.299988,269.988434,349478
2018-06-13,287.600006,290.850006,283.600006,284.299988,267.169220,252090
