Date,Open,High,Low,Close,Adj Close,Volume
2018-03-12,308.299988,318.750000,305.600006,317.399994,154.230194,11167602
2018-03-13,315.000000,324.000000,312.000000,321.049988,156.003784,17819886
2018-03-14,319.549988,323.100006,315.700012,318.950012,154.983353,10148672
2018-03-15,319.700012,320.799988,315.000000,316.950012,154.011505,9166951
2018-03-16,317.000000,317.000000,306.799988,308.899994,150.099884,13398137
2018-03-19,311.450012,313.600006,304.000000,307.200012,149.273819,10063284
2018-03-20,284.799988,293.100006,283.750000,287.100006,149.847961,14598256
2018-03-21,290.000000,293.500000,282.500000,285.750000,149.143326,11337441
2018-03-22,288.799988,294.200012,285.899994,291.799988,152.301056,12008468
2018-03-23,284.250000,285.500000,274.299988,276.000000,144.054443,13290580
2018-03-26,276.399994,286.000000,268.750000,283.299988,147.864594,14875633
2018-03-27,288.000000,289.899994,283.700012,287.000000,149.795776,10333840
2018-03-28,283.950012,285.950012,276.649994,277.850006,145.020035,14701677
2018-04-02,284.000000,284.899994,277.450012,282.299988,147.342651,6555940
2018-04-03,279.000000,284.700012,278.549988,283.200012,147.812408,9718071
2018-04-04,284.450012,289.799988,271.500000,274.299988,143.167145,12818170
2018-04-05,280.600006,291.750000,280.200012,289.899994,151.309372,15456965
2018-04-06,286.000000,287.600006,281.500000,285.049988,148.777985,9519156
2018-04-09,283.700012,289.399994,280.000000,281.350006,146.846817,11022862
2018-04-10,291.000000,292.000000,283.200012,284.100006,148.282135,12178281
2018-04-11,290.100006,297.700012,287.350006,296.799988,154.910736,22771881
2018-04-12,296.000000,296.450012,287.000000,288.700012,150.683060,10682208
2018-04-13,291.149994,294.700012,288.500000,291.649994,152.222763,11510464
2018-04-16,288.049988,291.950012,286.649994,290.299988,151.518173,7545130
2018-04-17,293.399994,295.250000,287.399994,288.799988,150.735260,9828946
2018-04-18,293.000000,294.000000,289.399994,291.100006,151.935699,14009181
2018-04-19,296.750000,313.500000,296.750000,311.700012,162.687607,31082632
2018-04-20,305.450012,309.750000,303.000000,308.600006,161.069595,13535858
2018-04-23,307.700012,311.450012,304.000000,305.049988,159.216721,7058597
2018-04-24,293.000000,299.799988,288.000000,297.399994,155.223892,14885085
2018-04-25,296.600006,297.549988,288.200012,290.200012,151.465973,8297914
2018-04-26,291.500000,293.750000,287.600006,290.299988,151.518173,11827702
2018-04-27,293.000000,296.500000,290.049988,294.049988,153.475433,6853011
2018-04-30,295.399994,302.250000,293.100006,298.399994,155.745850,6843221
2018-05-02,296.649994,296.649994,282.299988,283.399994,147.916779,12277622
2018-05-03,283.950012,288.750000,277.350006,286.200012,149.378235,13002792
2018-05-04,289.450012,290.700012,279.000000,281.649994,147.003403,16087098
2018-05-07,283.000000,289.399994,282.000000,285.450012,148.986740,8242354
2018-05-08,286.399994,287.450012,281.600006,282.899994,147.655823,7858792
2018-05-09,283.000000,290.399994,282.100006,283.149994,147.786301,10284823
2018-05-10,284.750000,285.500000,278.500000,279.700012,145.985626,8814612
2018-05-11,282.899994,287.299988,278.600006,286.950012,149.769669,9774064
2018-05-14,288.000000,288.350006,280.549988,282.100006,147.238266,7062942
2018-05-15,282.950012,285.500000,278.100006,281.700012,147.029495,15412120
2018-05-16,281.649994,284.000000,276.500000,278.799988,145.515869,10781519
2018-05-17,283.200012,283.950012,275.299988,276.950012,144.550323,9379615
2018-05-18,278.200012,278.500000,269.350006,270.299988,141.079437,8928454
2018-05-21,270.299988,273.250000,261.049988,263.850006,137.712936,9703835
2018-05-22,264.899994,270.899994,261.500000,269.950012,140.896774,8021927
2018-05-23,263.399994,263.500000,250.199997,252.649994,131.867233,18226457
2018-05-24,252.199997,253.250000,240.149994,250.600006,130.797302,20219901
2018-05-25,247.300003,256.750000,241.199997,251.800003,131.423599,27429408
2018-05-28,253.350006,255.250000,245.600006,253.649994,132.389206,9732030
2018-05-29,240.000000,255.000000,237.899994,253.250000,132.180389,32936741
2018-05-30,245.000000,252.850006,244.399994,251.100006,131.058228,16362468
2018-05-31,250.500000,252.850006,246.250000,248.300003,129.596832,29327091
2018-06-01,248.000000,258.399994,246.500000,248.250000,129.570709,18640874
2018-06-04,248.750000,249.449997,244.500000,246.750000,128.787827,11484275
2018-06-05,246.250000,247.500000,242.500000,246.250000,128.526840,8543831
2018-06-06,246.350006,248.600006,242.199997,246.449997,128.631241,19831399
2018-06-07,248.550003,256.500000,245.899994,247.199997,129.022720,29651967
2018-06-08,247.199997,247.899994,242.550003,246.300003,128.552933,10413596
2018-06-11,246.300003,248.000000,245.050003,246.100006,128.448578,17253950
2018-06-12,246.500000,247.250000,243.350006,245.500000,128.135406,9625030
2018-06-13,245.699997,245.699997,241.500000,243.100006,126.882751,11470921
2018-06-14,241.000000,243.500000,239.100006,240.050003,125.290833,8930060
2018-06-15,241.000000,241.000000,234.000000,238.600006,124.534035,24482557
2018-06-18,236.000000,236.000000,228.649994,232.199997,121.193649,15575678
2018-06-19,228.949997,229.850006,221.600006,224.300003,117.070351,22092589
2018-06-20,226.000000,230.149994,225.250000,228.699997,119.366875,17011598
2018-06-21,227.500000,230.800003,226.000000,229.050003,119.549538,16864366
2018-06-22,228.050003,229.850006,226.550003,228.550003,119.288574,15062203
2018-06-25,229.000000,239.500000,229.000000,230.649994,120.384644,40657710
